Store,Location,Span,Rate,Time,Review,Application Name
FrescoMid,Mexico,About 1 month using the app,5,"December 15, 2022","Excelente app, fácil de usar, muy útil. Antes solicitaba mis reviews por correo electrónico y el porcentaje de clientes que me respondía era muy bajo en comparación con lo que convierte Revie por WhatsApp. La atención al cliente muy buena y rápida, la recomiendo ampliamente.",Revie
Neiguan - Todo Para Acupuntura,Mexico,About 1 month using the app,5,"December 29, 2022","Es una app INCREÍBLE, me encanta su funcionalidad, da un valor agregado a la tienda y además, los clientes se fidelizan con la marca. Sinceramente el precio es bastante razonable para todo lo que ofrece, sin duda deben instalarla. 
El servicio al cliente post-venta es fantástico, en todo momento te apoyan para instalar de forma correcta en tu e-commerce. 
Es un 100 de 100.",Revie
Dreamy,Chile,About 1 month using the app,5,"August 22, 2023","Obtuvimos más reseñas que pedirlas por correo, además la atención ha sido muy buena! Nos ayudaron con personalizaciones y demás!",Revie
ALTO SUNGLASSES,Mexico,About 1 month using the app,5,"October 16, 2023",Buenísima atención en WhatsApp y una App muy recomendada.,Revie
VGAMERS,Chile,About 1 month using the app,5,"December 21, 2022","Excelente app, cumple exactamente con lo que promete y su servicio de atención es muy bueno, despejan cualquier duda relacionada a la app.
Recomendada 100%",Revie
FOLKARTCL,Chile,About 1 month using the app,5,"August 25, 2023","Buenísima, me ayudaron a instalarla y es demasiado efectiva! Los clientes dejan muchos más reviews por whatsapp. Es genial!",Revie
chakchakart.com,Mexico,28 days using the app,5,"March 28, 2023","muy buena experiencia y atencion al cliente, me ha ayudado mucho en mi tienda en linea, lo recomiendo mucho",Revie
Pomelo FB,Mexico,28 days using the app,5,"October 12, 2022","Extraordinaria!! Ayudo a incrementar las ventas de nuestro sitio, ya que las personas se basan en las reseñas para finalizar una compra. Antes de tener el app nos costaba mucho trabajo recibir reseñas y desde que instalamos el app hemos incrementado más del doble!! Estamos felices!!",Revie
Mercado de Vinos,Mexico,28 days using the app,5,"October 18, 2022","Desde que instalamos la App, hemos recibido muchos más reviews que antes, la respuesta de los clientes es alta y contestan más fácil. La recomiendo 100%",Revie
Olga Prieto,Spain,27 days using the app,5,"January 17, 2023",Super fácil de usar y el soporte de lo mejor me apoyar con la instalación sin ninguna problema. La recomiendo muchísimo y todo el sistema de notificación hacia. los clientes es super claro y intuitivo permite a los clientes tener una referencia. También super bien por qué termine enviar solicitud de review a tus clientes pasados y al ser tan fácil y por whatsapp la respuestas es mayor.,Revie
Multiplag | Tienda Productos Anti Plagas,Spain,26 days using the app,5,"March 22, 2023","Sin duda la mejor app para reseñas, crear confianza y mejorar conversión de mi e-commerce. La he instalado y probado en 2 e-commerce y genial.
Atención y implementación de los widgets muy rápida y agradable!",Revie
CDP México,Mexico,26 days using the app,5,"June 28, 2023","Excelente aplicación 100% mexicana, apoyemos el talento Mexa y consumamos nuestros productos e ideas, un abrazo.",Revie
Melted,Colombia,26 days using the app,5,"October 4, 2023",Excelente!!! Aumenta mucho cantidad de reviews que se reciben en comparación con una app de correos,Revie
Tropika,Chile,24 days using the app,5,"May 24, 2023","Excelente app, de todas maneras le gana a loox, obtiene mejores resultados por el flujo que tiene, gran app",Revie
ludaa.mx,Mexico,23 days using the app,5,"December 23, 2022","Me encanto, es super fácil de usar y las reviews fueron super fáciles de obtener por medio de whats app. 
Además, el equipo de soporte es muy bueno y rápido 
graaxx.",Revie
Frøens,Chile,23 days using the app,5,"August 10, 2023","Antes de instalar la aplicación tenia muchas dudas y a través de Whatsapp me respondieron todo y ayudaron a instalarla. 
El soporte es realmente bueno y la aplicación mejor aún. 
He probado muchas apps para conseguir reviews y está es la mejor lejos. La recomiendo 100%",Revie
BEECHEII,Mexico,21 days using the app,5,"February 15, 2023","Muy muy útil. Justo lo que necesitaba y lo que estaba buscando. Excelente servicio de asistencia. Muchas ventajas tener esta app. Mi equipo y yo estamos muy contentos con los resultados!! Plus, que sus creadores son excelentes programadores!! ️ RECOMENDAMOS AMPLIAMENTE - Equipo de beecheii.com",Revie
Sneakergame.mx®,Mexico,20 days using the app,5,"November 7, 2022","Excelente aplicación, muy intuitiva y sencilla de instalar, lo mejor es que el porcentaje de reviews y muy alto comparado con el clásico correo electrónico.",Revie
KdesignMTY,Mexico,Over 1 year using the app,3,"March 11, 2023","Buena app pero no intenten comunicarse con el servicio cliente porque me contestaron la primera vez ( para pedir calificacion justo despues ), y desde entonces escribi dos veces más hace como 2 meses ( una vez en enero y una vez en febrero ) y nunca tuve ninguna tipo de respuesta",Revie
batstoretgz,Mexico,15 days using the app,5,"December 6, 2022","Hasta ahorita me gusta, me parece una app fácil de usar y se ve muy bien en mi página. Gracias totales.",Revie
Kukara Games,Mexico,15 days using the app,5,"December 6, 2022","Es increíble la diferencia de reviews que se recibe por WhatsApp en lugar de por correo. Excelente aplicación, excelente soporte al cliente, muy buen servicio muchas felicidades! 100% recomendable",Revie
EURO TE,Mexico,15 days using the app,5,"October 7, 2022","Excelente aplicación para eCommerce, super dinámica como el comercio que tenemos en la actualidad, muy recomendadle para toda tienda.",Revie
Celestial Íntima,Colombia,15 days using the app,5,"March 21, 2023","Buena aplicación, fácil de usar  y muy persuasiva para los clientes nos ha permitido hacer reseñas en tiempo récord con los clientes de forma  muy fácil recomendando totalmente. El servicio al cliente me ayudo con algo en mi tienda muy rápido.",Revie
La Cueva del yogui,Mexico,14 days using the app,5,"December 14, 2022","Muy útil tener reseñas confiables para los clientes, y que puedas elegir cuáles publicar, como dueño de la tienda. Muy recomendable.",Revie
Gleam Box,Mexico,13 days using the app,5,"November 7, 2022",Utilice la aplicación para pedir reviews a mis clientas y en cuestiones de minutos logre recolectar 40 reviews. Excelente aplicación y el servicio que me dieron por whatsapp para hacer la instalación también fue muy rápido y completo!,Revie
INNATA,Mexico,13 days using the app,5,"October 19, 2022","Muy buena App, hemos visto muy buenos resultados en poco tiempo, mucho mejor que otras apps de reviews!, muy recomendada!",Revie
Tres Deseos UY,Uruguay,13 days using the app,5,"January 25, 2023","Espectacular esta app, esta bárbara. La super recomiendo. Tuve un problema y muy rápido me lo solucionaron por whatss app.",Revie
Genes Brand,Peru,13 days using the app,5,"November 16, 2022","Muy buena app para conseguir reviews. El asesoramiento y ayuda son personalizados por parte de Revie, y es una manera fácil de escribir reseñas para nuestros clientes.",Revie
Dispropan Caribe Ltda,Colombia,12 days using the app,5,"November 9, 2022","Me encantó, excelente aplicación, cumplió con todas mis expectativas, definitivamente la recomiendo.",Revie
cosmeticanelineaecuador,Ecuador,11 days using the app,5,"March 24, 2023","Espectacular, trabaja súper bien! Y recoger reviews para la pagina nunca había sido tan sencillo. Saludos del Equipo de Cósmetica en Linea",Revie
naolady,Mexico,11 days using the app,5,"October 25, 2023","En verdad es una aplicación ¡EXCELENTE! el que sea por medio de whats app anima mucho a los clientes a dejar una reseña, tenía otra instalada y no es tan maravillosa como Revie!!! lo que me encanta son sus widgets, la instalación es súper sencilla, es más hasta pude poner una página de ""reseñas"" donde se muestran todas las reseñas en el menú principal, otra cosa que me encanta es el carrusel de reviews lo puedes instalar donde sea!!!, estoy más que encantada y la atención de soporte es lo mejor, la recomiendo ampliamente!!!!",Revie
Gshop Pty,Panama,11 days using the app,5,"November 8, 2022","Excelente app, full recomendada. Desde que la instalamos hemos podido recopilar reviews de nuestros productos de una forma muy fácil.",Revie
eltallerdemaria,Spain,9 days using the app,5,"September 22, 2023","La app es muy ágil para los clientes, que por el momento ¡están respondiendo muy bien! 
Por otra parte, la integración de la app con nuestra tienda (versión 1.0) ha sido tan sencilla como solicitar ayuda por whatsapp y el equipo de Revie se ha encargado de hacerla via colaborador, en unos minutos. ¡Genial!",Revie
Pinsk&Pinsk,Argentina,9 days using the app,5,"Edited May 19, 2023","Estoy muy conforme con la APP. Tuve que pedir ayuda al soporte para que pudieran configurarla en mi template y me ayudaron super rápido.
Además de que la visualización en el front de la tienda me parece muy bueno y creo que ayudará a generar mayor confianza en mis clientes con las experiencia de otros!. Gracias!!",Revie
Gran Cuervo Joyería,Mexico,8 days using the app,5,"September 6, 2023",Muy buena app. Tenía mis reviews en otra plataforma y al cambiarme a Shopify el equipo de ayudó a poder importar todos mis reviews. Muy fácil de utilizar y con muchas funcionalidades.,Revie
Orgánica y Saludable México,Mexico,7 days using the app,5,"October 18, 2022",Baje la aplicación para que me ayudara con el tema de los reviews y me esta encantando! Super fácil de usar! LA ame!,Revie
Plant Squad,Mexico,7 days using the app,5,"May 11, 2023","Muy buena app, sencilla de instalar y excelente atención a cliente, resuelven todas las dudas rápido",Revie
La Carniceria Virtual,Mexico,7 days using the app,5,"October 18, 2022","Aplicación bastante útil, amigable con el usuario, fácil de usar, muy orgánico todos los comentarios.
Muy recomendable!!!",Revie
Balam Denim Wear,Mexico,7 days using the app,5,"November 8, 2022",Era justo lo que buscábamos para que nuestros productos tuvieran reseñas y los clientes confiaran en nuestra marca,Revie
Diplas,Chile,7 days using the app,5,"September 7, 2023","Excelente app, muy completa y a un precio justo. Los bloques funcionan de maravilla en OS 2.0 y tienen varias opciones de diseño y personalización, la importación de reseñas antiguas de otras apps fue super fácil.
El soporte es buenisimo y muy rápido. La recomiendo 100%.",Revie
Molienda Sagrada,Mexico,6 days using the app,5,"December 1, 2022",Esta app es increíble! Había intentado con otras Apps tener la interacción de mis clientes para conocer su opinión sobre mis productos y solo aquí lo he podido lograr. 100% recomendable!!!!,Revie
SomosGlobos.mx,Mexico,6 days using the app,5,"September 5, 2023","En nuestra pagina tenemos pocos pedidos pero creo que con el uso de Revie y las opiniones de clientes podremos ir escalando. La app funciona increible sin tener que hacer nada, los clientes estan muy dispuestos a calificar por whatsapp ya que para ellos es muy sencillo y practico.",Revie
Piyamedic,Mexico,6 days using the app,5,"November 25, 2022","La super recomiendo, la atención es de las mejores, ayuda mucho en la parte del tener reseñas de tus productos, lo mejor de todo es que es automatico",Revie
LIFE PLANNER,Mexico,6 days using the app,5,"December 6, 2022","HUNDREDS OF REVIEWS IN A COUPLE OF DAYS. AMAZING PERFORMANCE. AN *ABSOLUTE MUST*. I CANT RECOMMEND THIS ENOUGH.
OUTSTANDING JOB.",Revie
RCA,Mexico,6 days using the app,5,"May 18, 2023","Muy fácil de implementar, su equipo es muy profesional y están pendientes para cualquier duda o inconveniente que pueda ocurrir.",Revie
