Store,Location,Span,Rate,Time,Review,Application Name
Balam Denim Wear,Mexico,7 days using the app,5,"November 8, 2022",Era justo lo que buscábamos para que nuestros productos tuvieran reseñas y los clientes confiaran en nuestra marca,Revie Reviews
Diplas,Chile,7 days using the app,5,"September 7, 2023","Excelente app, muy completa y a un precio justo. Los bloques funcionan de maravilla en OS 2.0 y tienen varias opciones de diseño y personalización, la importación de reseñas antiguas de otras apps fue super fácil.
El soporte es buenisimo y muy rápido. La recomiendo 100%.",Revie Reviews
Molienda Sagrada,Mexico,6 days using the app,5,"December 1, 2022",Esta app es increíble! Había intentado con otras Apps tener la interacción de mis clientes para conocer su opinión sobre mis productos y solo aquí lo he podido lograr. 100% recomendable!!!!,Revie Reviews
SomosGlobos.mx,Mexico,6 days using the app,5,"September 5, 2023","En nuestra pagina tenemos pocos pedidos pero creo que con el uso de Revie y las opiniones de clientes podremos ir escalando. La app funciona increible sin tener que hacer nada, los clientes estan muy dispuestos a calificar por whatsapp ya que para ellos es muy sencillo y practico.",Revie Reviews
Piyamedic,Mexico,6 days using the app,5,"November 25, 2022","La super recomiendo, la atención es de las mejores, ayuda mucho en la parte del tener reseñas de tus productos, lo mejor de todo es que es automatico",Revie Reviews
LIFE PLANNER,Mexico,6 days using the app,5,"December 6, 2022","HUNDREDS OF REVIEWS IN A COUPLE OF DAYS. AMAZING PERFORMANCE. AN *ABSOLUTE MUST*. I CANT RECOMMEND THIS ENOUGH.
OUTSTANDING JOB.",Revie Reviews
RCA,Mexico,6 days using the app,5,"May 18, 2023","Muy fácil de implementar, su equipo es muy profesional y están pendientes para cualquier duda o inconveniente que pueda ocurrir.",Revie Reviews
Natura Siberica Jordan,Jordan,6 days using the app,5,"June 28, 2023","Great App, Great Service!
I liked how the app collected multiple reviews smoothly from my customers, approaching customers by whatsapp is a great idea and auto responses made writing reviews for customers much faster and easier.
Highly recommended app for your shop!",Revie Reviews
Koso,Mexico,5 days using the app,5,"November 14, 2022",Es justo lo que necesitaba mi página para dar confianza a mis clientes. Muy accesible gracias a que se piden por WA.,Revie Reviews
Bellisima,Mexico,5 days using the app,5,"October 12, 2022","¡Buenísima App! Para el usuario es más práctico y sencillo dejar una reseña, desde que comenzamos a utilizarla hemos incrementado considerablemente el número de reseñas recibidas.",Revie Reviews
davenia.mx,Mexico,5 days using the app,5,"November 27, 2023","Es una excelente aplicación para la recolección de reseñas, su efectividad es muy buena y al ser por whatsapp, es mucho más probable obtener reseñas y más rápido, además necesite asistencia y me contacte por whatsapp con su soporte y me atendieron muy rápido. 10/10",Revie Reviews
reveschile,Chile,5 days using the app,5,"May 4, 2023","Genial aplicación. Sirve para tener feedback, en minutos, de los compradores. Es fácil de usar tanto para vendedores como para compradores. Me asistieron para poder instalarla y comenzó a funcionar a los minutos.",Revie Reviews
Tamalitosdog,Mexico,About 3 hours using the app,5,"March 6, 2024",Sencilla instalación y funciona muy bien,Revie Reviews
Stück Chocolates,Chile,4 days using the app,5,"January 16, 2023","Excelente aplicación, muy sencilla y con un servicio de primer nivel, encantada con los resultados!!",Revie Reviews
Cokorel,Colombia,4 days using the app,5,"March 17, 2023","La super recomiendo. Excelente app, funciona super bien y es muy práctica y fácil de manejar. 
Tener reviews para tu tienda es vital para generar confianza.
Contactamos a soporte por un tema estético que queríamos solucionar y fueron demasiado diligentes y lo solucionaron super rápido.",Revie Reviews
Chamela Colombia,Colombia,3 days using the app,5,"March 17, 2023","Esta aplicación es increíble. Una vez sincronizó los datos de la tienda, los resultados fueron inmediatos. recibimos más de 500 reviews en menos de 3 horas! con una respuesta del 30% y más del 95% de reviews positivos. Lo mejor es la información tan valiosa que nos dió sobre las calificaciones bajas de los clientes, feeback directo y la oportunidad para resarcirnos como marca, pero al mismo tiempo,  Es un must have!",Revie Reviews
givelocol,Colombia,3 days using the app,5,"March 17, 2023","Una herramienta muy buena, realmente al solcitar el review por whatsapp, la tasa de conversión es mucho mayor y el servicio al cliente muy agil via correo, me ayudaron a migrar mis reviews anteriores de Judgeme y con todas las solicitudes de visibilidad que les pedi. 10/10",Revie Reviews
Wiremart,India,3 months using the app,1,"December 8, 2023","Poor Customer Support, After 3 days of emailing and chat, there is not follow-up  from them",Revie Reviews
Happy Lápiz,Chile,3 days using the app,5,"July 19, 2023","Excelente aplicacion, muy alta tasa de respuesta, imagenes y audios. muy feliz con haber encontrado esta opcion. la recomiendo. la atencion muy buena tambien",Revie Reviews
Jabonesdemimá,Mexico,3 days using the app,5,"November 24, 2022","Muy buena app, gente accesible. Es sencillo pedir reseñas y colocarlas en el home o product page cualquiera",Revie Reviews
ÍGNEA,Mexico,3 days using the app,5,"November 14, 2022","Excelente app, facilita que los clientes califiquen el producto y dejen un review, nos ha servido muchísimo. La atención y servicio es excelente.",Revie Reviews
Rocking flowers,Spain,3 days using the app,5,"August 23, 2023","me super encanta! es genial para ponérselo más fácil a mis clientas a la hora de hacer reviews. Soy bastante ""mala"" con esto de las integraciones, les mandé un mensaje, autoricé el acceso y en menos de 30 minutos lo tenia todo hecho tal y como les pedí. Son geniales y muy amables!",Revie Reviews
Fontocases,Mexico,3 days using the app,5,"November 3, 2022","Nos encantó que en cuanto se empezaron a enviar los mensajes a nuestros clientes, empezamos a tener una respuesta muy rápida, lo cual es muy diferente a otras aplicaciones que habíamos utilizado en donde casi no dejaban reseñas.
La atención a las dudas es muy buena y rápida.",Revie Reviews
Jadhe Joyeria,Mexico,3 days using the app,5,"October 13, 2023",Excelente,Revie Reviews
SyE Esencia Estilo,Chile,2 days using the app,5,"September 13, 2023","Excelente aplicación! Llevamos 3 días y ya se han recibido varías calificaciones 
Fácil de utilizar, y con buen soporte! Respondieron mis dudas muy rápido y ayudaron a configurar bien la aplicación! 
Muchas gracias por la excelente Aplicacion y atención !",Revie Reviews
Paperly,Chile,2 days using the app,5,"July 20, 2023","Excelente aplicacion muy facil de usar y es muy comodo para los clientes dejar las reseñas lo que hace muchos comenten tus productos!  
Cuando tuve dudas con la instalacion me asistieron y en menos de 20 min estaba listo y todos instalado! La recomiendo!!!",Revie Reviews
vanguardiaenmoda.com,Mexico,2 days using the app,5,"December 2, 2022","Apenas la instale y a los 5 min tenia 20 reseñas de producto, afortunadamente todas positivas :) el equipo de soporte me ayudo con la instalación de las reviews en mi página personalizada, segundo día en uso pero espero siga igual.",Revie Reviews
The Sock's Closet,Chile,2 days using the app,5,"November 10, 2023","Muy buena aplicación, he aumentado la conversión de reviews de mis compras que habían bajado mucho al solo usar correos. Además, el servicio increíble!",Revie Reviews
paws4dany,Mexico,2 days using the app,5,"May 21, 2023",Excelente atención y la aplicación funciona perfectamente con una redención muy alta de usuarios!!!!,Revie Reviews
Bomba,Colombia,2 days using the app,5,"March 19, 2023","Excelente app! La recomendamos, nos ha ayudado a aumentar las ventas y el servicio al cliente es super amable y rápido!",Revie Reviews
Planta Viva,Mexico,2 days using the app,5,"May 13, 2023",Excelente aplicación. De inmediato tuvimos reviews de clientes. Servicio al cliente y respuesta a las dudas excelente y muy atentos.,Revie Reviews
Cherlooks,Mexico,2 days using the app,5,"November 29, 2022","Sinceramente la app es excelente, cumple su funcion, aparte que es muy intuitivo. lo recomiendo mucho",Revie Reviews
Nekko Inn,Mexico,2 days using the app,5,"January 25, 2023","Me encantó, me ayudaron a exportar e importar mis review de otra app que tenía! Su servicio 100/10. Gracias!",Revie Reviews
Tu Calcetín,Mexico,About 2 hours using the app,5,"December 28, 2023",buen servicio y buena aplicación,Revie Reviews
Ana Lince Joyería,Colombia,2 days using the app,5,"April 25, 2023",Estamos empezando a utililzar la solución y en pocos días hemos obtenido muy buenos resultados. Espero seguir maximizando su utilización y obteniendo resultados interesantes.,Revie Reviews
KAZZANI JEANS,Colombia,2 days using the app,5,"November 4, 2022",Utilice esta aplicación y ha sido muy eficiente pues nos han llegado reviews de forma sorprendentemente rápida lo que ha sido excelente para nuestro negocio,Revie Reviews
Toys Master,Peru,1 day using the app,5,"July 6, 2023","Sin duda una de las mejores apps que encontrarás en Shopify, el impacto en tu cliente es muy efectivo.
Probe el plan básico y en cuestión de horas me decidi a usar los planes pagados.
Valen cada dolar invertido.
Es una app que no puede faltar en tu tienda online.
El soporte es buenísimo te contestan en cuestión de minutos y siempre están atentos para ayudarte.",Revie Reviews
Gionetti,Colombia,1 day using the app,5,"May 29, 2023","Muy recommendado! Muy facil para mis clientes dejar una reseña en whatsapp. Muchas personas no se toman el tiempo para dejar reseñas en correos electronicos, asi que este app facilita muchisimo el processo para mis clientes dejar una reseña muy rapida. Los de soporte muy atentos y me han ayudado con todos mis inconvenientes muy rapido!",Revie Reviews
Zafir Medical Center,Mexico,1 day using the app,5,"September 14, 2023",No sabemos porque no encontramos esta app antes!! Es una maravilla!! Además super servicio por parte de los programadores!!,Revie Reviews
Mawka,Chile,1 day using the app,5,"March 22, 2023",Muy buena APP fácil y rápida de instalar. El soporte muy rápido en responder y te ayudan en todo. 100% recomendada.,Revie Reviews
Brashali Colombia,Colombia,1 day using the app,5,"October 21, 2022",La mejor aplicación para conocer la experiencica de compra de los clientes porque se comunica por la App que más usan las personas en LATAM que es Whatsapp. La atención al cliente es muy cercana y puedes agendar una videoconferencia para que te dejen configurada la app incluso para que las reseñas aparezcan en cada producto del sitio web lo cual le da mucha seguridad a los visitantes del sitio web,Revie Reviews
Stretto Chile,Chile,1 day using the app,5,"May 3, 2023","La app funciona super bien. Destaco el soporte, la atención a cada requerimiento ha sido rápida y efectiva. Definitivamente los reviews enviados por WhatsApp tienen mayor tasa de respuesta que por otra vía y la posibilidad de enviar notas de voz es un gran plus+ Mantengan el buen trabajo!",Revie Reviews
Botín La Barca,Mexico,About 24 hours using the app,5,"October 5, 2023","Llevamos menos de un día con la app y la respuesta por parte de las personas ha sido excelente, muy fácil de instalar y sobre todo un gran soporte técnico que te resuelve lo que necesites.. 100% recomendada para sus tiendas online",Revie Reviews
La Casa de la Educadora,Mexico,About 24 hours using the app,5,"November 12, 2022","Interfaz amigable y fácil de usar, pero, lo mas importante es que en pocos minutos tuvimos bastantes reacciones y valoraciones de clientes. cumple bastante bien con su objetivo",Revie Reviews
Tienda Nébula,Peru,About 23 hours using the app,5,"March 11, 2023",La aplicación está muy buena y sobre todo que tiene importación de otras aplicaciones de Reviews! Altamente recomendada,Revie Reviews
nāu green,Spain,About 21 hours using the app,5,"May 17, 2023","Muy buena atención y fácil de configurar, te ayudan en todo el proceso, se pueden adaptar los colores y todo en general",Revie Reviews
